country_code,year,wgi_voice_accountability,wgi_political_stability,wgi_govt_effectiveness,wgi_regulatory_quality,wgi_rule_of_law,wgi_control_of_corruption,imf_gdp_growth_pct,imf_inflation_pct,imf_unemployment_pct,imf_current_account_usd_bn,imf_govt_debt_pct_gdp,imf_gdp_usd_bn,vdem_electoral_democracy,vdem_liberal_democracy,vdem_participatory_democracy,fh_status,fh_political_rights_rating,fh_civil_liberties_rating,fh_political_rights_score,fh_civil_liberties_score,fh_total_score,polity_democ,polity_autoc,polity_score,polity2_score,polity_durable,polity_exec_constraints,polity_party_competition,hdi_value,hdi_life_expectancy,hdi_mean_schooling_yrs,hdi_expected_schooling_yrs,hdi_gni_per_capita_ppp
ABW,1996,,,,,,,1.3,3.2,7.2,,54.8,1.38,,,,,,,,,,,,,,,,,,,,,
ABW,1997,,,,,,,7.0,3.0,7.4,,51.1,1.532,,,,,,,,,,,,,,,,,,,,,
ABW,1998,,,,,,,2.0,1.9,3.3,,41.0,1.665,,,,,,,,,,,,,,,,,,,,,
ABW,1999,,,,,,,1.4,2.3,4.8,-0.435,39.3,1.723,,,,,,,,,,,,,,,,,,,,,
ABW,2000,,,,,,,7.7,4.1,6.9,0.213,38.6,1.873,,,,,,,,,,,,,,,,,,,,,
ABW,2001,,,,,,,4.2,2.9,6.5,0.31,44.3,1.896,,,,,,,,,,,,,,,,,,,,,
ABW,2002,,,,,,,-0.9,3.3,8.1,-0.333,47.1,1.962,,,,,,,,,,,,,,,,,,,,,
ABW,2003,,,,,,,1.1,3.7,11.4,-0.167,40.8,2.044,,,,,,,,,,,,,,,,,,,,,
ABW,2004,0.737520694732666,0.993218183517456,1.28138864040375,0.762953817844391,0.915526807308197,1.16596531867981,7.3,2.5,9.5,0.274,42.5,2.255,,,,,,,,,,,,,,,,,,,,,
ABW,2005,1.15323007106781,1.37641596794128,1.28759801387787,0.864074349403381,0.847438395023346,1.26966309547424,-0.4,3.4,8.8,0.116,45.1,2.36,,,,,,,,,,,,,,,,,,,,,
ABW,2006,1.01727342605591,1.30346059799194,1.27981781959534,0.855286777019501,0.810431301593781,1.25131320953369,1.1,3.6,9.3,0.314,45.5,2.47,,,,,,,,,,,,,,,,,,,,,
ABW,2007,0.972128868103027,1.28656852245331,1.24660122394562,0.877206325531006,0.826464056968689,1.26187098026276,3.1,5.4,5.7,0.259,44.6,2.678,,,,,,,,,,,,,,,,,,,,,
ABW,2008,0.967198193073273,1.3163959980011,1.27092468738556,0.89470237493515,0.847226142883301,1.27677536010742,1.8,9.0,6.9,0.001,40.3,2.843,,,,,,,,,,,,,,,,,,,,,
ABW,2009,1.25234353542328,1.12155425548553,1.49665641784668,1.28930068016052,1.42620670795441,1.10914754867554,-11.7,-2.1,10.3,0.177,48.8,2.554,,,,,,,,,,,,,,,,,,,,,
ABW,2010,1.28188371658325,1.10084736347198,1.24645340442657,1.34483778476715,1.41611361503601,1.12129557132721,-2.7,2.1,10.6,-0.46,54.7,2.454,,,,,,,,,,,,,,,,,,,,,
ABW,2011,1.27358782291412,1.28573775291443,1.23643040657043,1.31727695465088,1.3224583864212,1.10294651985168,3.4,4.4,8.9,-0.264,59.3,2.638,,,,,,,,,,,,,,,,,,,,,
ABW,2012,1.2846497297287,1.26388156414032,1.24758815765381,1.40213143825531,1.30978834629059,1.09523594379425,-1.0,0.6,9.6,0.094,65.5,2.615,,,,,,,,,,,,,,,,,,,,,
ABW,2013,1.27806329727173,1.31222629547119,1.22108125686646,1.42087960243225,1.29263317584991,1.11960065364838,6.4,-2.4,7.6,-0.326,70.0,2.728,,,,,,,,,,,,,,,,,,,,,
ABW,2014,1.27683234214783,1.16456782817841,0.887494266033173,1.24536085128784,1.0364248752594,1.01400101184845,1.4,0.4,7.5,-0.134,77.7,2.791,,,,,,,,,,,,,,,,,,,,,
ABW,2015,1.27399480342865,1.21023952960968,0.847599267959595,1.35814249515533,1.22713792324066,1.24830114841461,3.6,0.5,7.3,0.115,74.2,2.963,,,,,,,,,,,,,,,,,,,,,
ABW,2016,1.27949273586273,1.26075851917267,0.852905750274658,1.33574497699738,1.2266480922699,1.23269331455231,1.2,-0.9,7.7,0.136,75.4,2.984,,,,,,,,,,,,,,,,,,,,,
ABW,2017,1.29565441608429,1.31384599208832,0.875969707965851,1.18148112297058,1.29584264755249,1.23961400985718,3.5,-1.0,8.9,0.03,75.8,3.092,,,,,,,,,,,,,,,,,,,,,
ABW,2018,1.28282356262207,1.33750987052917,1.01341271400452,0.846328258514404,1.25965404510498,1.20740139484406,3.2,3.6,7.3,-0.017,73.3,3.276,,,,,,,,,,,,,,,,,,,,,
ABW,2019,1.2625652551651,1.33580732345581,0.987693905830383,0.846234202384949,1.22834599018097,1.17443084716797,1.2,3.9,5.2,0.006,72.1,3.347,,,,,,,,,,,,,,,,,,,,,
ABW,2020,1.28185057640076,1.3715912103653,1.07495975494385,0.914808511734009,1.27059960365295,1.1988273859024,-24.0,-1.3,8.6,-0.425,117.0,2.456,,,,,,,,,,,,,,,,,,,,,
ABW,2021,1.01815533638,1.43172669410706,1.08387625217438,0.93955534696579,1.24666583538055,0.800938904285431,14.7,0.7,8.8,-0.065,110.7,2.855,,,,,,,,,,,,,,,,,,,,,
ABW,2022,1.01316380500793,1.48307979106903,1.10521340370178,0.967042565345764,1.27802610397339,0.756486594676971,5.1,5.5,4.3,0.213,97.8,3.266,,,,,,,,,,,,,,,,,,,,,
ABW,2023,1.0191752910614,1.43252456188202,0.795440852642059,0.946606338024139,1.27020680904388,0.709075331687927,7.7,3.4,4.0,0.21,82.5,3.769,,,,,,,,,,,,,,,,,,,,,
ABW,2024,,,,,,,6.8,1.7,4.3,0.4,70.2,4.192,,,,,,,,,,,,,,,,,,,,,
AFG,1996,-1.90854012966156,-2.41730952262878,-2.17516660690308,-2.09033036231995,-1.78807544708252,-1.29170477390289,,,,,,,0.076,0.019,0.013,,,,,,,0.0,7.0,-7.0,-7.0,0.0,1.0,1.0,,,,,
AFG,1997,,,,,,,,,,,,,0.073,0.022,0.013,,,,,,,0.0,7.0,-7.0,-7.0,1.0,1.0,1.0,,,,,
AFG,1998,-2.03930115699768,-2.42735457420349,-2.10229182243347,-2.06287217140198,-1.73488676548004,-1.17601227760315,,,,,,,0.073,0.022,0.013,,,,,,,0.0,7.0,-7.0,-7.0,2.0,1.0,1.0,,,,,
AFG,1999,,,,,,,,,,,,,0.073,0.022,0.013,,,,,,,0.0,7.0,-7.0,-7.0,3.0,1.0,1.0,,,,,
AFG,2000,-2.03141713142395,-2.43896889686584,-2.17394614219666,-2.0802526473999,-1.78066074848175,-1.27172422409058,,,,,,,0.073,0.022,0.013,,,,,,,0.0,7.0,-7.0,-7.0,4.0,1.0,1.0,,,,,
AFG,2001,,,,,,,,,,,,,0.083,0.028,0.021,,,,,,,,,,,0.0,-66.0,-66.0,,,,,
AFG,2002,-1.43342101573944,-2.03503370285034,-1.58768701553345,-1.81154572963715,-1.67347323894501,-1.25113701820374,,,,1.481,346.0,4.367,0.218,0.085,0.092,,,,,,,,,,,0.0,-66.0,-66.0,,,,,
AFG,2003,-1.1775711774826,-2.19837236404419,-1.17576801776886,-1.46310782432556,-1.5582937002182,-1.34417974948883,8.7,35.7,,1.348,270.6,4.553,0.224,0.085,0.094,,,,,,,,,,,0.0,-66.0,-66.0,,,,,
AFG,2004,-1.20303392410278,-2.29568219184875,-0.945146262645721,-1.51154899597168,-1.6939252614975,-1.35064733028412,0.7,16.4,,1.915,245.0,5.146,0.235,0.089,0.103,,,,,,,,,,,0.0,-66.0,-66.0,,,,,
AFG,2005,-1.12542963027954,-2.06750988960266,-1.2288156747818,-1.64344024658203,-1.66296553611755,-1.44725239276886,11.8,10.6,,1.864,206.4,6.167,0.311,0.111,0.128,,,,,,,,,,,0.0,-66.0,-66.0,,,,,
AFG,2006,-1.11029398441315,-2.21913456916809,-1.47365152835846,-1.68946862220764,-1.87900483608246,-1.44629228115082,5.4,6.8,,1.444,23.0,6.925,0.364,0.192,0.146,,,,,,,,,,,0.0,-66.0,-66.0,,,,,
AFG,2007,-1.05765390396118,-2.4133734703064,-1.44011056423187,-1.70887231826782,-1.85256004333496,-1.61325109004974,13.3,8.7,,5.424,20.1,8.556,0.364,0.193,0.144,,,,,,,,,,,0.0,-66.0,-66.0,,,,,
AFG,2008,-1.16890180110931,-2.69136095046997,-1.52779507637024,-1.60716688632965,-1.90330755710602,-1.67209553718567,3.9,26.4,,3.477,19.1,10.297,0.368,0.196,0.147,,,,,,,,,,,0.0,-66.0,-66.0,,,,,
AFG,2009,-1.37549519538879,-2.71142148971558,-1.50775218009949,-1.66450762748718,-1.87611877918243,-1.55229878425598,20.6,-6.8,,5.018,16.2,12.066,0.361,0.196,0.144,,,,,,,,,,,0.0,-66.0,-66.0,,,,,
AFG,2010,-1.40446734428406,-2.57915186882019,-1.47831559181213,-1.51652824878693,-1.87005805969238,-1.64539110660553,8.4,2.2,,4.51,7.7,15.325,0.347,0.192,0.14,,,,,,,,,,,0.0,-66.0,-66.0,,,,,
AFG,2011,-1.33597695827484,-2.50205969810486,-1.47410047054291,-1.53632390499115,-1.9225001335144,-1.60047078132629,6.5,11.8,,4.754,7.5,17.89,0.346,0.192,0.14,,,,,,,,,,,0.0,-66.0,-66.0,,,,,
AFG,2012,-1.26743006706238,-2.41856145858765,-1.37553513050079,-1.19257974624634,-1.6518931388855,-1.43037283420563,14.0,6.4,,2.205,6.8,20.293,0.35,0.194,0.141,,,,,,,,,,,0.0,-66.0,-66.0,,,,,
AFG,2013,-1.24013912677765,-2.51934909820557,-1.40146291255951,-1.19309020042419,-1.60975515842438,-1.44596064090729,5.7,7.4,,0.291,6.9,20.17,0.345,0.194,0.143,NF,6.0,6.0,11.0,16.0,27.0,,,,,0.0,-66.0,-66.0,,,,,
AFG,2014,-1.13552260398865,-2.41106843948364,-1.36164617538452,-1.12413370609283,-1.4377019405365,-1.36493408679962,2.7,4.7,,1.35,8.7,20.616,0.35,0.199,0.14,NF,6.0,6.0,11.0,15.0,26.0,1.0,2.0,-1.0,-1.0,0.0,4.0,0.0,,,,,
AFG,2015,-1.11762809753418,-2.56262516975403,-1.39739489555359,-1.0188262462616,-1.51620066165924,-1.35471308231354,1.0,-0.7,,0.744,9.2,20.057,0.348,0.201,0.142,NF,6.0,6.0,11.0,13.0,24.0,1.0,2.0,-1.0,-1.0,1.0,4.0,0.0,,,,,
AFG,2016,-1.03783690929413,-2.6621561050415,-1.29146802425385,-1.33969509601593,-1.52253365516663,-1.54022777080536,2.2,4.4,,1.627,8.4,18.02,0.34,0.188,0.135,NF,6.0,6.0,10.0,14.0,24.0,1.0,2.0,-1.0,-1.0,2.0,4.0,0.0,,,,,
AFG,2017,-0.990954160690308,-2.7949755191803,-1.38659679889679,-1.36301040649414,-1.58117640018463,-1.53007459640503,2.6,5.0,,1.431,8.0,18.883,0.334,0.183,0.126,NF,6.0,6.0,10.0,14.0,24.0,1.0,2.0,-1.0,-1.0,3.0,4.0,0.0,,,,,
AFG,2018,-1.00768673419952,-2.75344133377075,-1.50175786018372,-1.13820362091064,-1.68912386894226,-1.50287592411041,1.2,0.6,,2.227,7.4,18.336,0.33,0.176,0.15,NF,5.0,6.0,12.0,14.0,26.0,1.0,2.0,-1.0,-1.0,4.0,4.0,0.0,,,,,
AFG,2019,-1.00671291351318,-2.65253973007202,-1.5191125869751,-1.11377799510956,-1.74210047721863,-1.41931009292603,3.9,2.3,,2.209,6.1,18.876,0.329,0.162,0.119,NF,5.0,6.0,13.0,14.0,27.0,,,,,,,,,,,,
AFG,2020,-1.07826685905457,-2.702721118927,-1.61153948307037,-1.38916301727295,-1.83140671253204,-1.49336087703705,-2.4,5.6,,2.814,7.3,20.136,0.336,0.167,0.125,NF,5.0,6.0,13.0,14.0,27.0,,,,,,,,,,,,
AFG,2021,-1.56838941574097,-2.51867604255676,-1.67058789730072,-1.31168210506439,-1.87723398208618,-1.15226578712463,-14.5,7.8,,-0.008,11.2,14.278,0.144,0.041,0.031,NF,5.0,6.0,13.0,14.0,27.0,,,,,,,,,,,,
AFG,2022,-1.75352871417999,-2.54495596885681,-1.88003480434418,-1.27180624008179,-1.65984559059143,-1.18368434906006,-6.2,10.6,,-2.687,10.8,14.501,0.076,0.011,0.011,NF,7.0,6.0,1.0,9.0,10.0,,,,,,,,0.462,62.879,2.514790058,10.70538475,1335.205733
AFG,2023,-1.85290133953094,-2.48408055305481,-1.98701369762421,-1.26642525196075,-1.64964091777802,-1.15493178367615,2.3,-7.7,,-3.502,8.4,17.248,0.073,0.015,0.01,NF,7.0,7.0,1.0,7.0,8.0,,,,,,,,,,,,
AFG,2024,,,,,,,1.7,-4.3,,,8.8,18.08,0.08,0.014,0.012,NF,7.0,7.0,1.0,5.0,6.0,,,,,,,,,,,,
AFQ,1996,,,,,,,5.0,29.5,,-0.226,,871.934,,,,,,,,,,,,,,,,,,,,,
AFQ,1997,,,,,,,3.2,13.5,,-6.51,,908.641,,,,,,,,,,,,,,,,,,,,,
AFQ,1998,,,,,,,4.0,8.0,,-22.702,,926.809,,,,,,,,,,,,,,,,,,,,,
AFQ,1999,,,,,,,3.0,9.7,,-10.665,,722.023,,,,,,,,,,,,,,,,,,,,,
AFQ,2000,,,,,,,4.2,10.6,,15.041,62.1,745.226,,,,,,,,,,,,,,,,,,,,,
AFQ,2001,,,,,,,4.6,9.1,,5.294,60.2,725.542,,,,,,,,,,,,,,,,,,,,,
AFQ,2002,,,,,,,5.4,7.6,,-0.267,55.7,749.248,,,,,,,,,,,,,,,,,,,,,
AFQ,2003,,,,,,,5.3,8.2,,6.305,51.8,898.085,,,,,,,,,,,,,,,,,,,,,
AFQ,2004,,,,,,,6.1,8.5,,27.852,46.8,1077.959,,,,,,,,,,,,,,,,,,,,,
AFQ,2005,,,,,,,5.9,8.0,,68.492,40.0,1270.22,,,,,,,,,,,,,,,,,,,,,
AFQ,2006,,,,,,,5.8,6.1,,85.741,32.4,1477.682,,,,,,,,,,,,,,,,,,,,,
AFQ,2007,,,,,,,6.1,6.0,,71.793,28.5,1723.809,,,,,,,,,,,,,,,,,,,,,
AFQ,2008,,,,,,,5.3,11.5,,64.648,26.6,2027.191,,,,,,,,,,,,,,,,,,,,,
AFQ,2009,,,,,,,3.4,9.8,,-32.203,30.3,1927.136,,,,,,,,,,,,,,,,,,,,,
AFQ,2010,,,,,,,6.4,8.2,,3.738,29.6,2259.158,,,,,,,,,,,,,,,,,,,,,
AFQ,2011,,,,,,,3.1,9.2,,-7.85,31.1,2526.611,,,,,,,,,,,,,,,,,,,,,
AFQ,2012,,,,,,,5.7,9.2,,-24.105,31.7,2708.189,,,,,,,,,,,,,,,,,,,,,
AFQ,2013,,,,,,,3.8,6.8,,-63.647,33.8,2826.887,,,,,,,,,,,,,,,,,,,,,
AFQ,2014,,,,,,,4.1,7.0,,-111.858,35.1,2952.782,,,,,,,,,,,,,,,,,,,,,
AFQ,2015,,,,,,,3.4,7.3,,-151.594,41.1,2677.32,,,,,,,,,,,,,,,,,,,,,
AFQ,2016,,,,,,,2.0,9.9,,-117.264,47.6,2516.945,,,,,,,,,,,,,,,,,,,,,
AFQ,2017,,,,,,,3.5,12.8,,-76.805,48.4,2526.401,,,,,,,,,,,,,,,,,,,,,
AFQ,2018,,,,,,,3.3,11.4,,-62.334,50.0,2708.625,,,,,,,,,,,,,,,,,,,,,
AFQ,2019,,,,,,,3.0,10.0,,-87.26,51.7,2811.497,,,,,,,,,,,,,,,,,,,,,
AFQ,2020,,,,,,,-2.3,11.9,,-88.714,60.9,2674.556,,,,,,,,,,,,,,,,,,,,,
AFQ,2021,,,,,,,4.1,12.8,,-42.501,60.5,2965.726,,,,,,,,,,,,,,,,,,,,,
AFQ,2022,,,,,,,4.5,14.9,,-44.912,60.3,3191.052,,,,,,,,,,,,,,,,,,,,,
AFQ,2023,,,,,,,3.4,19.4,,-45.564,65.1,3018.756,,,,,,,,,,,,,,,,,,,,,
AFQ,2024,,,,,,,3.4,21.3,,-57.789,65.3,2878.286,,,,,,,,,,,,,,,,,,,,,
AGO,1996,-1.57816350460052,-2.06191730499268,-0.859939992427826,-1.41534507274628,-1.63046932220459,-1.1677018404007,11.2,4146.0,,3.266,,10.51,0.155,0.076,0.062,,,,,,,,,,,,,,,,,,
AGO,1997,,,,,,,7.3,221.5,,-0.884,,12.344,0.155,0.076,0.062,,,,,,,,,,,,,,,,,,
AGO,1998,-1.41187870502472,-2.31805849075317,-1.05510711669922,-1.44526171684265,-1.52733862400055,-1.1804506778717,4.7,107.4,,-1.867,,10.464,0.155,0.076,0.062,,,,,,,,,,,,,,,,,,
AGO,1999,,,,,,,2.2,248.2,,-1.71,,9.895,0.155,0.076,0.062,,,,,,,,,,,,,,,,,,
AGO,2000,-1.45806467533112,-2.03817391395569,-1.07503414154053,-1.50704801082611,-1.60150170326233,-1.197514295578,3.1,325.0,,0.796,118.2,12.646,0.155,0.077,0.062,,,,,,,,,,,,,,,,,,
AGO,2001,,,,,,,4.2,152.6,,-1.431,100.2,12.378,0.155,0.079,0.062,,,,,,,,,,,,,,,,,,
AGO,2002,-1.23877906799316,-1.5761798620224,-1.13215708732605,-1.29413509368896,-1.63334381580353,-1.15549266338348,13.7,108.9,,-0.15,65.1,17.312,0.159,0.079,0.051,,,,,,,,,,,,,,,,,,
AGO,2003,-1.27261531352997,-1.0073858499527,-1.12422430515289,-1.18746745586395,-1.48285591602325,-1.33546328544617,3.5,98.2,,-0.72,50.8,20.342,0.166,0.083,0.052,,,,,,,,,,,,,,,,,,
AGO,2004,-1.28547978401184,-1.0631206035614,-1.32887244224548,-1.22671353816986,-1.52091634273529,-1.37756884098053,11.4,43.5,,0.681,41.6,26.998,0.165,0.085,0.052,,,,,,,,,,,,,,,,,,
AGO,2005,-1.23471939563751,-0.885178327560425,-1.1102192401886,-1.24003624916077,-1.46479499340057,-1.32318198680878,14.2,23.0,,5.138,29.9,41.397,0.168,0.086,0.052,,,,,,,,,,,,,,,,,,
AGO,2006,-1.25208795070648,-0.539453446865082,-1.38104915618896,-1.15621566772461,-1.31127274036407,-1.24103772640228,11.8,13.3,,10.69,16.7,58.654,0.168,0.086,0.052,,,,,,,,,,,,,,,,,,
AGO,2007,-1.18531394004822,-0.666658759117126,-1.20500719547272,-1.07531261444092,-1.3751335144043,-1.30749356746674,13.0,12.2,,10.581,18.8,73.038,0.168,0.088,0.052,,,,,,,,,,,,,,,,,,
AGO,2008,-1.11934685707092,-0.361787378787994,-1.06138837337494,-1.10149598121643,-1.37856388092041,-1.30876457691193,10.8,12.5,,7.194,28.1,98.79,0.181,0.092,0.054,,,,,,,,,,,,,,,,,,
AGO,2009,-1.12613534927368,-0.34759184718132,-0.945070207118988,-1.05952525138855,-1.23628926277161,-1.39776611328125,2.0,13.7,,-7.572,48.4,81.705,0.209,0.1,0.059,,,,,,,,,,,,,,,,,,
AGO,2010,-1.12052512168884,-0.226182341575623,-1.13826775550842,-1.06021749973297,-1.27295327186584,-1.33247494697571,5.3,14.5,,7.506,32.6,95.547,0.211,0.098,0.06,,,,,,,,,,,,,,,,,,
AGO,2011,-1.12547838687897,-0.369237810373306,-1.19323122501373,-1.10753154754639,-1.27705323696136,-1.36746907234192,3.6,13.5,,13.085,26.3,125.552,0.295,0.121,0.08,,,,,,,,,,,,,,,,,,
AGO,2012,-1.07624673843384,-0.389322549104691,-0.988945424556732,-0.990437567234039,-1.30477690696716,-1.30240142345428,8.5,10.3,,13.853,23.8,143.573,0.294,0.121,0.083,,,,,,,,,,,,,,,,,,
AGO,2013,-1.11391913890839,-0.39123347401619,-1.24288654327393,-1.0416704416275,-1.29094779491425,-1.33697164058685,4.9,8.8,,8.348,29.5,153.761,0.29,0.122,0.066,NF,6.0,5.0,11.0,19.0,30.0,,,,,,,,,,,,
AGO,2014,-1.14532363414764,-0.333232045173645,-1.05657386779785,-0.860683441162109,-1.07495403289795,-1.45822596549988,4.7,7.3,,-3.748,35.3,164.448,0.29,0.122,0.066,NF,6.0,5.0,11.0,18.0,29.0,,,,,,,,,,,,
AGO,2015,-1.17716491222382,-0.50538581609726,-0.929087340831757,-0.8636714220047,-1.03065872192383,-1.42772650718689,0.8,9.2,,-10.273,50.4,131.661,0.29,0.122,0.066,NF,6.0,5.0,10.0,18.0,28.0,,,,,,,,,,,,
AGO,2016,-1.14032745361328,-0.321580082178116,-0.971493542194366,-0.969250917434692,-1.00395023822784,-1.48399043083191,-1.7,30.7,,-3.085,66.7,114.764,0.29,0.123,0.067,NF,6.0,6.0,10.0,14.0,24.0,,,,,,,,,,,,
AGO,2017,-1.09524345397949,-0.387895494699478,-0.951988995075226,-1.04546654224396,-1.03998208045959,-1.44517171382904,-0.1,29.8,,-0.633,60.5,139.835,0.307,0.139,0.072,NF,6.0,6.0,10.0,14.0,24.0,,,,,,,,,,,,
AGO,2018,-0.903594315052032,-0.347208589315414,-1.00525164604187,-0.8006831407547,-1.00106203556061,-1.19948387145996,-0.6,19.6,,7.403,82.5,114.189,0.35,0.161,0.097,NF,6.0,6.0,10.0,16.0,26.0,,,,,,,,,,,,
AGO,2019,-0.793109953403473,-0.368411600589752,-1.1284898519516,-0.833844542503357,-1.02354824542999,-1.05461812019348,-0.2,17.1,,5.137,101.4,94.671,0.347,0.162,0.096,NF,6.0,5.0,11.0,20.0,31.0,,,,,,,,,,,,
AGO,2020,-0.816005945205688,-0.599917888641357,-1.25748455524445,-0.856853485107422,-0.951058804988861,-0.93506121635437,-4.0,22.3,,0.872,119.1,66.521,0.336,0.16,0.093,NF,6.0,5.0,11.0,21.0,32.0,,,,,,,,,,,,
AGO,2021,-0.859023571014404,-0.710480749607086,-1.1263599395752,-0.670014679431915,-0.983753621578217,-0.649475812911987,2.1,25.8,,8.399,74.3,84.375,0.325,0.151,0.081,NF,6.0,5.0,10.0,21.0,31.0,,,,,,,,,,,,
AGO,2022,-0.807577967643738,-0.630108535289764,-1.02603423595428,-0.606698572635651,-1.02203571796417,-0.612375736236572,4.2,21.4,,11.763,56.1,142.442,0.326,0.153,0.1,NF,6.0,5.0,10.0,20.0,30.0,,,,,,,,0.591,61.929,5.844291601,12.1676,5327.788251
AGO,2023,-0.737252414226532,-0.34150505065918,-1.00890958309174,-0.761388182640076,-1.09906601905823,-0.60992020368576,1.3,13.6,,4.185,72.4,112.483,0.329,0.154,0.1,NF,6.0,5.0,10.0,18.0,28.0,,,,,,,,,,,,
AGO,2024,,,,,,,4.4,28.2,,6.277,59.9,115.214,0.342,0.161,0.1,NF,6.0,5.0,10.0,18.0,28.0,,,,,,,,,,,,
ALB,1996,-0.648297846317291,-0.336625128984451,-0.68858790397644,-0.474401652812958,-0.684481799602509,-0.893903493881226,9.1,12.7,12.3,-0.253,,3.2,0.387,0.321,0.216,,,,,,,3.0,3.0,0.0,0.0,0.0,5.0,3.0,,,,,
ALB,1997,,,,,,,-10.9,33.2,14.9,-0.295,72.2,2.225,0.371,0.311,0.221,,,,,,,6.0,1.0,5.0,5.0,0.0,5.0,4.0,,,,,
ALB,1998,-0.387372851371765,-0.544004201889038,-0.732602536678314,-0.441555827856064,-0.929671704769135,-0.992024779319763,8.8,20.6,17.7,-0.178,71.2,2.555,0.39,0.323,0.252,,,,,,,6.0,1.0,5.0,5.0,1.0,5.0,4.0,,,,,
ALB,1999,,,,,,,12.9,0.4,18.4,-0.062,68.2,3.226,0.392,0.326,0.263,,,,,,,6.0,1.0,5.0,5.0,2.0,5.0,4.0,,,,,
ALB,2000,-0.285138666629791,-0.539989590644836,-0.917780160903931,-0.415910124778748,-1.02066767215729,-0.855563640594482,6.9,0.0,16.8,-0.246,63.8,3.488,0.402,0.342,0.268,,,,,,,6.0,1.0,5.0,5.0,3.0,5.0,4.0,,,,,
ALB,2001,,,,,,,8.3,3.1,16.4,-0.248,60.6,3.927,0.438,0.366,0.286,,,,,,,6.0,1.0,5.0,5.0,4.0,5.0,4.0,,,,,
ALB,2002,-0.008150209672749,-0.297719180583954,-0.624333381652832,-0.311400771141052,-0.762321412563324,-0.8453409075737,4.5,5.2,15.8,-0.443,64.1,4.356,0.48,0.395,0.304,,,,,,,7.0,0.0,7.0,7.0,5.0,6.0,4.0,,,,,
ALB,2003,0.0703076869249344,-0.309780240058899,-0.563986718654633,-0.490216553211212,-0.716323494911194,-0.853786587715149,5.5,2.4,15.0,-0.432,60.2,5.561,0.486,0.398,0.309,,,,,,,7.0,0.0,7.0,7.0,6.0,6.0,4.0,,,,,
ALB,2004,0.0072374991141259,-0.427259683609009,-0.408371657133102,-0.187491565942764,-0.701032340526581,-0.723731815814972,5.5,2.9,14.4,-0.42,57.5,7.177,0.491,0.406,0.32,,,,,,,7.0,0.0,7.0,7.0,7.0,6.0,4.0,,,,,
ALB,2005,0.0036717876791954,-0.505047976970673,-0.696387231349945,-0.400731235742569,-0.763833165168762,-0.813263893127441,5.5,2.4,14.1,-0.733,58.2,8.052,0.518,0.425,0.338,,,,,,,9.0,0.0,9.0,9.0,8.0,7.0,4.0,,,,,
ALB,2006,0.0758899599313736,-0.508157312870026,-0.580952644348145,-0.14859938621521,-0.703135848045349,-0.790545284748077,5.9,2.4,13.8,-0.592,56.7,8.896,0.546,0.444,0.353,,,,,,,9.0,0.0,9.0,9.0,9.0,7.0,4.0,,,,,
ALB,2007,0.113008469343185,-0.203974649310112,-0.427722543478012,0.0345503017306328,-0.661545991897583,-0.706940054893494,6.0,3.0,13.4,-1.13,53.6,10.677,0.551,0.446,0.355,,,,,,,9.0,0.0,9.0,9.0,10.0,7.0,4.0,,,,,
ALB,2008,0.174939081072807,-0.0305009130388498,-0.367063492536545,0.137666508555412,-0.600079298019409,-0.605212390422821,7.5,3.3,13.1,-2.031,55.1,12.881,0.551,0.447,0.348,,,,,,,9.0,0.0,9.0,9.0,11.0,7.0,4.0,,,,,
ALB,2009,0.141477331519127,-0.0451405122876167,-0.255941480398178,0.241446003317833,-0.49437016248703,-0.545270919799805,3.4,2.2,13.8,-1.853,59.7,12.044,0.544,0.446,0.344,,,,,,,9.0,0.0,9.0,9.0,12.0,7.0,4.0,,,,,
ALB,2010,0.123838223516941,-0.191482901573181,-0.279453217983246,0.233281955122948,-0.385760486125946,-0.531616508960724,3.7,3.6,14.0,-1.351,57.7,11.937,0.539,0.44,0.34,,,,,,,9.0,0.0,9.0,9.0,13.0,7.0,4.0,,,,,
ALB,2011,0.0623337626457214,-0.282379418611526,-0.202177077531815,0.283972561359406,-0.442926466464996,-0.701794147491455,2.5,3.4,14.0,-1.666,59.4,12.899,0.539,0.441,0.339,,,,,,,9.0,0.0,9.0,9.0,14.0,7.0,4.0,,,,,
ALB,2012,0.0220640376210213,-0.143631592392921,-0.26892501115799,0.240491986274719,-0.519839763641357,-0.778729438781738,1.4,2.0,13.4,-1.257,62.1,12.324,0.54,0.444,0.338,,,,,,,9.0,0.0,9.0,9.0,15.0,7.0,4.0,,,,,
ALB,2013,0.0488644428551197,0.0919297859072685,-0.324457377195358,0.25416025519371,-0.518828868865967,-0.751372694969177,1.0,1.9,15.9,-1.183,70.4,12.784,0.523,0.433,0.316,PF,3.0,3.0,24.0,39.0,63.0,9.0,0.0,9.0,9.0,16.0,7.0,4.0,,,,,
ALB,2014,0.143689781427383,0.485986232757568,-0.0497708097100258,0.279037684202194,-0.311199098825455,-0.5865718126297,1.8,1.6,17.5,-1.43,72.0,13.246,0.522,0.436,0.315,PF,3.0,3.0,27.0,40.0,67.0,9.0,0.0,9.0,9.0,17.0,7.0,4.0,,,,,
